211	0.266338	-0.498158	1852.45	1852.45	0	0	0	0	0	0	0
-211	0.0355071	0.442769	-9.83762	9.84864	0	0	0	0	0	0	0
211	-0.811614	0.248271	-16.0592	16.0822	0	0	0	0	0	0	0
-211	0.0443406	0.246517	-0.749661	0.802626	0	0	0	0	0	0	0
-211	0.0551316	-0.270953	-0.0366796	0.311898	0	0	0	0	0	0	0
-211	1.8721	-0.646337	0.0113822	1.98548	0	0	0	0	0	0	0
-321	14.2684	-4.96317	-4.03681	15.6448	0	0	0	0	0	0	0
211	0.283953	0.34095	168.078	168.079	0	0	0	0	0	0	0
2112	-0.105488	-0.560178	814.18	814.181	0	0	0	0	0	0	0
-211	-0.41186	0.0318116	0.257021	0.506142	0	0	0	0	0	0	0
211	-0.309111	-0.522673	1.188	1.34148	0	0	0	0	0	0	0
-211	0.0517444	0.0761787	0.238875	0.291585	0	0	0	0	0	0	0
211	0.216851	-0.150487	1.31328	1.34679	0	0	0	0	0	0	0
-211	0.269926	0.232883	12.695	12.7008	0	0	0	0	0	0	0
-211	-2.51418	5.15639	1.10024	5.8429	0	0	0	0	0	0	0
-211	0.342535	0.194167	-0.185575	0.457109	0	0	0	0	0	0	0
211	-1.43542	-0.0898678	0.196593	1.4583	0	0	0	0	0	0	0
-211	-3.8712	-1.4886	0.92995	4.25281	0	0	0	0	0	0	0
211	-3.16497	-2.12637	0.244993	3.82335	0	0	0	0	0	0	0
-321	0.64369	1.30859	2.28748	2.75736	0	0	0	0	0	0	0
211	-0.190366	0.466685	2.59074	2.643	0	0	0	0	0	0	0
-3222	-0.136628	0.265665	49.1285	49.1438	0	0	0	0	0	0	0
211	0.382542	0.170879	77.7766	77.7778	0	0	0	0	0	0	0
-211	0.189162	-0.450318	43.4551	43.4581	0	0	0	0	0	0	0
211	-0.168497	0.26647	85.6777	85.6784	0	0	0	0	0	0	0
2212	0.20773	0.0642556	-410.37	410.371	0	0	0	0	0	0	0
-2112	-0.439865	-0.568106	-371.857	371.859	0	0	0	0	0	0	0
-211	0.325053	0.61862	-25.711	25.7209	0	0	0	0	0	0	0
211	-1.34768	-1.12781	-3.99191	4.36383	0	0	0	0	0	0	0
-321	-0.217927	-0.807992	-539.491	539.492	0	0	0	0	0	0	0
3122	0.337431	-0.0088277	-163.04	163.045	0	0	0	0	0	0	0
-2112	-0.204964	0.864125	-78.2869	78.2976	0	0	0	0	0	0	0
-211	-0.699353	1.15032	-36.9528	36.9776	0	0	0	0	0	0	0
3112	1.08121	0.226242	-5.65562	5.88559	0	0	0	0	0	0	0
211	-0.305907	-0.831081	-0.216099	0.9222	0	0	0	0	0	0	0
2112	-0.644384	0.052048	-0.422283	1.21616	0	0	0	0	0	0	0
-321	0.0841503	-0.38859	-0.989183	1.17486	0	0	0	0	0	0	0
-211	-0.160017	-0.0750515	-0.0978589	0.245549	0	0	0	0	0	0	0
211	0.736516	0.531432	0.245109	0.951017	0	0	0	0	0	0	0
2112	0.826462	0.0268461	0.317108	1.29117	0	0	0	0	0	0	0
-2112	1.31985	0.36018	0.243872	1.6775	0	0	0	0	0	0	0
-211	0.774385	0.0337928	0.477138	0.920844	0	0	0	0	0	0	0
211	1.10724	-0.0797937	-0.220895	1.14045	0	0	0	0	0	0	0
-211	0.514141	0.889308	-1.16764	1.56143	0	0	0	0	0	0	0
211	0.129391	0.342684	-0.694056	0.7971	0	0	0	0	0	0	0
-211	0.0646978	-0.784914	0.110889	0.807498	0	0	0	0	0	0	0
-211	0.134865	0.12582	0.133199	0.26691	0	0	0	0	0	0	0
211	-0.431284	-0.885895	0.766918	1.25637	0	0	0	0	0	0	0
-211	0.0308254	-0.0602533	-0.0662452	0.168668	0	0	0	0	0	0	0
211	-0.482569	-1.66008	3.35648	3.77812	0	0	0	0	0	0	0
2212	-0.101889	0.753748	-2525.36	2525.36	0	0	0	0	0	0	0
211	-0.169931	0.450309	-1503.73	1503.73	0	0	0	0	0	0	0
310	0.300952	-0.552697	199.48	199.481	0	0	0	0	0	0	0
211	4.56253	-1.47602	-1.78395	5.11833	0	0	0	0	0	0	0
211	3.1036	-1.65249	-0.19752	3.52442	0	0	0	0	0	0	0
-211	-0.279065	-0.146197	38.6593	38.6608	0	0	0	0	0	0	0
2212	-0.580674	0.0861248	171.029	171.033	0	0	0	0	0	0	0
211	-0.0387907	0.26481	56.3654	56.3662	0	0	0	0	0	0	0
-2212	0.568316	1.00008	295.317	295.321	0	0	0	0	0	0	0
-211	-0.190132	0.294868	64.4027	64.4038	0	0	0	0	0	0	0
211	-0.346497	0.779203	142.451	142.454	0	0	0	0	0	0	0
-211	-0.336887	0.502954	159.035	159.036	0	0	0	0	0	0	0
211	-0.286491	0.111265	106.569	106.57	0	0	0	0	0	0	0
-211	0.128157	-0.522252	116.965	116.967	0	0	0	0	0	0	0
211	-0.872834	-0.437385	1.12874	1.49889	0	0	0	0	0	0	0
-211	0.400418	-0.593437	1.14464	1.35727	0	0	0	0	0	0	0
310	-0.100943	0.379139	1.66866	1.78493	0	0	0	0	0	0	0
310	-0.197068	-0.279811	1.68661	1.79148	0	0	0	0	0	0	0
211	-0.943938	-0.883522	12.0565	12.1265	0	0	0	0	0	0	0
310	-0.448061	-1.56068	74.8327	74.852	0	0	0	0	0	0	0
-321	-0.409035	-0.299018	30.6923	30.7004	0	0	0	0	0	0	0
211	-0.418966	-0.623339	51.4317	51.4373	0	0	0	0	0	0	0
211	-0.805156	0.959366	-0.11213	1.26519	0	0	0	0	0	0	0
-211	-0.153231	0.371983	-0.129758	0.445161	0	0	0	0	0	0	0
211	-1.08204	1.31649	0.0187498	1.70991	0	0	0	0	0	0	0
-211	-0.107083	-0.0275456	0.206088	0.272355	0	0	0	0	0	0	0
211	-7.2491	-3.4002	0.765323	8.04462	0	0	0	0	0	0	0
211	-0.00378285	-0.0911865	4.41649	4.41963	0	0	0	0	0	0	0
-211	0.163332	0.466399	1.18029	1.28716	0	0	0	0	0	0	0
-211	0.102378	-0.120924	-0.94707	0.970322	0	0	0	0	0	0	0
211	0.0470923	-0.376467	-0.155445	0.433114	0	0	0	0	0	0	0
130	0.306363	0.161442	-95.7794	95.7813	0	0	0	0	0	0	0
211	0.0304296	-0.212841	-34.6967	34.6977	0	0	0	0	0	0	0
