trackID, chamberNb, energyDeposit(keV), Xpos, Ypos, Zpos
53 , 6, 2.544e+01, 7.674e+00, -2.498e+00, -2.987e+00
53 , 7, 2.728e+01, 8.633e+00, -2.814e+00, -3.359e+00
53 , 8, 3.198e+01, 9.592e+00, -3.129e+00, -3.731e+00
53 , 9, 4.867e+01, 1.055e+01, -3.445e+00, -4.103e+00
49 , 0, 5.779e+01, -5.648e-01, -1.929e+00, 3.935e+00
49 , 1, 5.979e+01, -8.517e-01, -2.897e+00, 5.938e+00
49 , 2, 5.637e+01, -1.141e+00, -3.865e+00, 7.959e+00
49 , 3, 6.613e+01, -1.432e+00, -4.832e+00, 9.997e+00
49 , 4, 7.063e+01, -1.724e+00, -5.799e+00, 1.205e+01
49 , 5, 2.830e+02, -2.019e+00, -6.765e+00, 1.413e+01
49 , 6, 8.830e+01, -2.316e+00, -7.730e+00, 1.622e+01
49 , 7, 7.582e+01, -2.616e+00, -8.695e+00, 1.833e+01
49 , 8, 6.246e+01, -2.917e+00, -9.659e+00, 2.046e+01
49 , 9, 8.568e+01, -3.221e+00, -1.062e+01, 2.261e+01
48 , 0, 1.251e+02, 1.005e+00, -1.741e+00, -2.337e+00
48 , 1, 2.040e+02, 1.588e+00, -2.569e+00, -3.934e+00
48 , 2, 2.212e+02, 2.312e+00, -3.301e+00, -6.055e+00
48 , 3, 3.824e+02, 3.308e+00, -3.802e+00, -9.027e+00
48 , 4, 6.358e+02, 5.259e+00, -2.992e+00, -1.479e+01
48 , 5, 2.462e+02, 7.042e+00, -5.043e-01, -1.915e+01
48 , 6, 2.292e+02, 7.967e+00, 1.286e+00, -2.096e+01
48 , 7, 1.859e+02, 8.631e+00, 2.821e+00, -2.205e+01
48 , 8, 2.516e+02, 9.181e+00, 4.185e+00, -2.277e+01
48 , 9, 1.018e+02, 9.664e+00, 5.461e+00, -2.329e+01
47 , 0, 3.248e+01, -8.836e-01, -1.805e+00, 1.582e+00
47 , 1, 2.630e+01, -1.330e+00, -2.711e+00, 2.391e+00
47 , 2, 2.702e+01, -1.779e+00, -3.616e+00, 3.208e+00
47 , 3, 3.154e+01, -2.230e+00, -4.520e+00, 4.034e+00
47 , 4, 4.135e+01, -2.683e+00, -5.422e+00, 4.872e+00
47 , 5, 3.369e+01, -3.140e+00, -6.323e+00, 5.719e+00
47 , 6, 2.881e+01, -3.598e+00, -7.223e+00, 6.575e+00
47 , 7, 3.251e+01, -4.059e+00, -8.122e+00, 7.443e+00
47 , 8, 3.483e+01, -4.522e+00, -9.020e+00, 8.320e+00
47 , 9, 3.580e+01, -4.987e+00, -9.917e+00, 9.208e+00
46 , 0, 3.755e+01, 1.494e+00, 1.344e+00, 1.521e+00
46 , 1, 4.608e+01, 2.265e+00, 1.997e+00, 2.331e+00
46 , 2, 3.920e+01, 3.048e+00, 2.636e+00, 3.176e+00
46 , 3, 3.965e+01, 3.846e+00, 3.257e+00, 4.058e+00
46 , 4, 4.340e+01, 4.657e+00, 3.862e+00, 4.978e+00
46 , 5, 5.199e+01, 5.482e+00, 4.449e+00, 5.938e+00
46 , 6, 5.031e+01, 6.326e+00, 5.011e+00, 6.945e+00
46 , 7, 3.981e+01, 7.190e+00, 5.545e+00, 8.002e+00
46 , 8, 8.847e+01, 8.075e+00, 6.050e+00, 9.111e+00
46 , 9, 3.663e+01, 8.985e+00, 6.518e+00, 1.027e+01
296, 9, 6.417e-01, 9.043e+00, 6.420e+00, 9.924e+00
296, 9, 6.003e-01, 9.043e+00, 6.420e+00, 9.924e+00
296, 9, 7.904e-01, 9.043e+00, 6.420e+00, 9.924e+00
296, 9, 3.612e-01, 9.043e+00, 6.420e+00, 9.924e+00
296, 9, 3.770e+00, 9.043e+00, 6.420e+00, 9.924e+00
296, 9, 1.636e+00, 9.043e+00, 6.420e+00, 9.924e+00
296, 9, 4.432e+00, 9.043e+00, 6.420e+00, 9.924e+00
296, 9, 5.386e+00, 9.043e+00, 6.420e+00, 9.925e+00
296, 9, 3.263e+00, 9.043e+00, 6.420e+00, 9.925e+00
296, 9, 1.204e+01, 9.043e+00, 6.420e+00, 9.924e+00
45 , 0, 4.193e+01, 1.649e-01, -2.003e+00, 2.674e-01
45 , 1, 2.823e+01, 2.477e-01, -3.010e+00, 3.890e-01
45 , 2, 5.072e+01, 3.305e-01, -4.016e+00, 5.027e-01
45 , 3, 2.090e+01, 4.132e-01, -5.023e+00, 6.083e-01
45 , 4, 2.820e+01, 4.966e-01, -6.030e+00, 7.069e-01
45 , 5, 2.564e+01, 5.807e-01, -7.036e+00, 7.972e-01
45 , 6, 2.184e+01, 6.649e-01, -8.043e+00, 8.798e-01
45 , 7, 3.199e+01, 7.485e-01, -9.049e+00, 9.547e-01
45 , 8, 3.075e+01, 8.316e-01, -1.006e+01, 1.021e+00
45 , 9, 2.825e+01, 9.128e-01, -1.106e+01, 1.082e+00
44 , 0, 6.700e+01, 7.321e-01, 1.872e+00, -3.959e+00
44 , 1, 6.863e+01, 1.118e+00, 2.805e+00, -6.068e+00
44 , 2, 7.685e+01, 1.510e+00, 3.736e+00, -8.261e+00
44 , 3, 6.907e+01, 1.918e+00, 4.661e+00, -1.057e+01
44 , 4, 8.337e+01, 2.343e+00, 5.578e+00, -1.300e+01
44 , 5, 8.586e+01, 2.785e+00, 6.487e+00, -1.556e+01
44 , 6, 1.509e+02, 3.247e+00, 7.388e+00, -1.828e+01
44 , 7, 8.856e+01, 3.738e+00, 8.275e+00, -2.118e+01
44 , 8, 9.715e+01, 4.262e+00, 9.146e+00, -2.431e+01
44 , 9, 9.505e+01, 4.835e+00, 9.992e+00, -2.772e+01
43 , 0, 4.306e+01, 1.000e+00, 1.743e+00, -2.262e+00
43 , 1, 4.253e+01, 1.499e+00, 2.622e+00, -3.381e+00
43 , 2, 3.791e+01, 1.994e+00, 3.502e+00, -4.489e+00
43 , 3, 5.661e+01, 2.487e+00, 4.384e+00, -5.587e+00
43 , 4, 3.217e+01, 2.976e+00, 5.267e+00, -6.673e+00
43 , 5, 4.120e+01, 3.463e+00, 6.152e+00, -7.749e+00
43 , 6, 4.483e+01, 3.947e+00, 7.039e+00, -8.814e+00
43 , 7, 3.646e+01, 4.428e+00, 7.927e+00, -9.869e+00
43 , 8, 4.614e+01, 4.906e+00, 8.817e+00, -1.091e+01
43 , 9, 3.862e+01, 5.383e+00, 9.707e+00, -1.195e+01
42 , 0, 2.844e+01, 2.005e+00, -1.467e-01, -3.991e-01
42 , 1, 2.714e+01, 3.012e+00, -2.218e-01, -5.985e-01
42 , 2, 2.765e+01, 4.019e+00, -2.976e-01, -7.976e-01
42 , 3, 1.319e+02, 5.026e+00, -3.748e-01, -9.963e-01
42 , 4, 2.488e+01, 6.033e+00, -4.535e-01, -1.194e+00
42 , 5, 2.884e+01, 7.040e+00, -5.339e-01, -1.392e+00
42 , 6, 3.083e+01, 8.047e+00, -6.153e-01, -1.589e+00
42 , 7, 4.738e+01, 9.053e+00, -6.977e-01, -1.786e+00
42 , 8, 2.748e+01, 1.006e+01, -7.807e-01, -1.982e+00
42 , 9, 2.049e+01, 1.107e+01, -8.646e-01, -2.178e+00
41 , 0, 3.618e+01, 2.008e+00, 7.802e-02, 1.238e+00
41 , 1, 6.546e+01, 3.018e+00, 1.107e-01, 1.861e+00
41 , 2, 3.424e+01, 4.028e+00, 1.381e-01, 2.484e+00
41 , 3, 3.786e+01, 5.037e+00, 1.612e-01, 3.107e+00
41 , 4, 3.753e+01, 6.047e+00, 1.794e-01, 3.730e+00
41 , 5, 3.074e+01, 7.057e+00, 1.934e-01, 4.353e+00
41 , 6, 6.920e+01, 8.067e+00, 2.025e-01, 4.976e+00
41 , 7, 3.543e+01, 9.078e+00, 2.063e-01, 5.599e+00
41 , 8, 2.657e+01, 1.009e+01, 2.053e-01, 6.221e+00
41 , 9, 2.993e+01, 1.110e+01, 1.989e-01, 6.844e+00
38 , 0, 3.439e+01, 1.628e+00, 1.178e+00, 5.340e-01
38 , 1, 2.502e+01, 2.445e+00, 1.773e+00, 7.961e-01
38 , 2, 2.965e+01, 3.261e+00, 2.368e+00, 1.054e+00
38 , 3, 2.470e+01, 4.076e+00, 2.964e+00, 1.307e+00
38 , 4, 2.711e+01, 4.890e+00, 3.562e+00, 1.556e+00
38 , 5, 2.776e+01, 5.704e+00, 4.161e+00, 1.801e+00
38 , 6, 3.285e+01, 6.516e+00, 4.761e+00, 2.041e+00
38 , 7, 3.308e+01, 7.328e+00, 5.362e+00, 2.277e+00
38 , 8, 6.728e+01, 8.139e+00, 5.964e+00, 2.509e+00
38 , 9, 4.564e+01, 8.950e+00, 6.566e+00, 2.737e+00
298, 9, 7.258e-01, 9.156e+00, 6.258e+00, 2.610e+00
298, 9, 1.816e+00, 9.156e+00, 6.258e+00, 2.610e+00
298, 9, 1.963e+00, 9.156e+00, 6.258e+00, 2.610e+00
298, 9, 4.295e-01, 9.156e+00, 6.258e+00, 2.610e+00
298, 9, 1.065e+00, 9.156e+00, 6.258e+00, 2.610e+00
298, 9, 2.692e+00, 9.156e+00, 6.258e+00, 2.610e+00
298, 9, 2.863e+00, 9.156e+00, 6.258e+00, 2.610e+00
298, 9, 2.846e+00, 9.156e+00, 6.258e+00, 2.610e+00
298, 9, 8.748e+00, 9.156e+00, 6.259e+00, 2.610e+00
298, 9, 1.540e+01, 9.156e+00, 6.259e+00, 2.610e+00
37 , 0, 7.108e+01, -1.835e+00, -8.212e-01, -1.151e+00
37 , 1, 4.018e+01, -2.767e+00, -1.209e+00, -1.758e+00
37 , 2, 5.017e+01, -3.709e+00, -1.575e+00, -2.386e+00
37 , 3, 4.702e+01, -4.660e+00, -1.920e+00, -3.039e+00
37 , 4, 4.398e+01, -5.619e+00, -2.244e+00, -3.712e+00
37 , 5, 3.947e+01, -6.585e+00, -2.545e+00, -4.401e+00
37 , 6, 5.001e+01, -7.562e+00, -2.819e+00, -5.107e+00
37 , 7, 6.957e+01, -8.546e+00, -3.067e+00, -5.834e+00
37 , 8, 3.831e+01, -9.540e+00, -3.287e+00, -6.571e+00
37 , 9, 3.864e+01, -1.054e+01, -3.482e+00, -7.322e+00
36 , 0, 9.980e+01, 4.424e-01, -1.961e+00, -5.232e+00
36 , 1, 8.182e+01, 6.795e-01, -2.943e+00, -8.052e+00
36 , 2, 9.477e+01, 9.290e-01, -3.921e+00, -1.103e+01
36 , 3, 1.671e+02, 1.193e+00, -4.897e+00, -1.419e+01
36 , 4, 1.167e+02, 1.471e+00, -5.868e+00, -1.756e+01
36 , 5, 1.103e+02, 1.770e+00, -6.834e+00, -2.120e+01
36 , 6, 1.745e+02, 2.096e+00, -7.793e+00, -2.515e+01
36 , 7, 1.144e+02, 2.454e+00, -8.742e+00, -2.951e+01
36 , 8, 3.770e+02, 2.860e+00, -9.676e+00, -3.443e+01
36 , 9, 2.137e+02, 3.330e+00, -1.059e+01, -4.017e+01
34 , 0, 4.088e+01, -6.932e-01, -1.887e+00, -4.769e-01
34 , 1, 3.005e+01, -1.040e+00, -2.835e+00, -7.062e-01
34 , 2, 3.008e+01, -1.386e+00, -3.784e+00, -9.287e-01
34 , 3, 2.706e+01, -1.732e+00, -4.733e+00, -1.144e+00
34 , 4, 3.029e+01, -2.077e+00, -5.682e+00, -1.353e+00
34 , 5, 1.885e+01, -2.421e+00, -6.632e+00, -1.555e+00
34 , 6, 2.845e+01, -2.764e+00, -7.582e+00, -1.750e+00
34 , 7, 2.927e+01, -3.108e+00, -8.532e+00, -1.940e+00
34 , 8, 2.858e+01, -3.451e+00, -9.481e+00, -2.122e+00
34 , 9, 2.707e+01, -3.794e+00, -1.043e+01, -2.298e+00
33 , 0, 1.854e+02, 1.956e+00, 4.648e-01, -1.023e+01
33 , 1, 1.487e+02, 2.929e+00, 7.373e-01, -1.531e+01
33 , 2, 1.784e+02, 3.895e+00, 1.035e+00, -2.036e+01
33 , 3, 1.383e+02, 4.854e+00, 1.357e+00, -2.537e+01
33 , 4, 1.377e+02, 5.805e+00, 1.703e+00, -3.033e+01
301, 5, 6.599e+01, 6.756e+00, 2.049e+00, -3.490e+01
301, 6, 6.402e+01, 7.743e+00, 2.273e+00, -3.705e+01
301, 7, 5.839e+01, 8.719e+00, 2.533e+00, -3.918e+01
301, 8, 6.541e+01, 9.684e+00, 2.832e+00, -4.127e+01
301, 9, 6.678e+01, 1.064e+01, 3.166e+00, -4.333e+01
302, 9, 4.149e+00, 1.039e+01, 3.914e+00, -4.694e+01
302, 9, 1.246e+01, 1.039e+01, 3.915e+00, -4.694e+01
302, 9, 4.114e+00, 1.039e+01, 3.916e+00, -4.694e+01
302, 9, 5.723e+00, 1.038e+01, 3.917e+00, -4.694e+01
302, 9, 8.156e+00, 1.038e+01, 3.918e+00, -4.694e+01
302, 9, 6.473e+00, 1.038e+01, 3.918e+00, -4.694e+01
302, 9, 5.239e+00, 1.038e+01, 3.919e+00, -4.694e+01
302, 9, 3.530e+00, 1.038e+01, 3.920e+00, -4.694e+01
302, 9, 1.333e+01, 1.038e+01, 3.921e+00, -4.694e+01
302, 9, 7.641e+00, 1.038e+01, 3.921e+00, -4.694e+01
302, 9, 9.414e+00, 1.038e+01, 3.921e+00, -4.694e+01
302, 9, 7.835e+00, 1.037e+01, 3.922e+00, -4.694e+01
302, 9, 3.700e+00, 1.037e+01, 3.923e+00, -4.694e+01
302, 9, 9.881e+00, 1.038e+01, 3.924e+00, -4.694e+01
302, 9, 1.159e+01, 1.038e+01, 3.925e+00, -4.694e+01
302, 9, 8.089e+00, 1.038e+01, 3.925e+00, -4.694e+01
302, 9, 2.580e+01, 1.038e+01, 3.925e+00, -4.693e+01
302, 9, 3.341e+01, 1.038e+01, 3.923e+00, -4.693e+01
302, 9, 6.249e+01, 1.038e+01, 3.923e+00, -4.693e+01
303, 0, 7.091e-01, -1.351e+00, 1.475e+00, -4.162e+01
303, 0, 3.124e+00, -1.352e+00, 1.475e+00, -4.162e+01
303, 0, 2.372e+00, -1.352e+00, 1.475e+00, -4.162e+01
303, 0, 3.370e+00, -1.353e+00, 1.475e+00, -4.162e+01
303, 0, 5.918e+00, -1.354e+00, 1.476e+00, -4.162e+01
303, 0, 5.922e+00, -1.355e+00, 1.476e+00, -4.162e+01
303, 0, 1.219e+01, -1.356e+00, 1.476e+00, -4.163e+01
303, 0, 2.246e+01, -1.358e+00, 1.478e+00, -4.163e+01
303, 0, 1.141e+01, -1.359e+00, 1.478e+00, -4.163e+01
303, 0, 1.104e+01, -1.360e+00, 1.478e+00, -4.163e+01
303, 0, 6.067e+00, -1.361e+00, 1.478e+00, -4.163e+01
303, 0, 8.133e+00, -1.361e+00, 1.478e+00, -4.163e+01
303, 0, 5.604e+00, -1.362e+00, 1.478e+00, -4.163e+01
303, 0, 1.803e+00, -1.362e+00, 1.478e+00, -4.163e+01
28 , 0, 4.864e+01, -1.534e+00, -1.299e+00, -4.539e+00
28 , 1, 6.863e+01, -2.299e+00, -1.959e+00, -6.799e+00
28 , 2, 1.016e+02, -3.060e+00, -2.622e+00, -9.046e+00
28 , 3, 6.817e+01, -3.818e+00, -3.290e+00, -1.128e+01
28 , 4, 7.141e+01, -4.572e+00, -3.962e+00, -1.350e+01
28 , 5, 6.163e+01, -5.323e+00, -4.638e+00, -1.571e+01
28 , 6, 8.681e+01, -6.071e+00, -5.317e+00, -1.790e+01
28 , 7, 6.596e+01, -6.815e+00, -6.000e+00, -2.009e+01
28 , 8, 1.092e+02, -7.555e+00, -6.688e+00, -2.226e+01
28 , 9, 7.251e+01, -8.293e+00, -7.379e+00, -2.442e+01
304, 0, 2.895e+00, 1.852e+00, 7.568e-01, -2.464e+01
304, 0, 2.946e+00, 1.852e+00, 7.567e-01, -2.464e+01
304, 0, 4.398e+00, 1.853e+00, 7.562e-01, -2.464e+01
304, 0, 2.182e+00, 1.853e+00, 7.557e-01, -2.464e+01
304, 0, 3.225e+00, 1.853e+00, 7.551e-01, -2.464e+01
304, 0, 2.504e+00, 1.854e+00, 7.549e-01, -2.464e+01
304, 0, 4.434e+00, 1.855e+00, 7.545e-01, -2.464e+01
304, 0, 5.720e+00, 1.856e+00, 7.546e-01, -2.464e+01
304, 0, 3.757e+01, 1.857e+00, 7.567e-01, -2.464e+01
304, 0, 4.775e+01, 1.857e+00, 7.588e-01, -2.464e+01
304, 0, 4.730e+01, 1.857e+00, 7.594e-01, -2.464e+01
20 , 0, 2.088e+02, -7.202e-01, 1.877e+00, 9.780e+00
20 , 1, 1.477e+02, -1.058e+00, 2.829e+00, 1.434e+01
20 , 2, 1.164e+02, -1.384e+00, 3.785e+00, 1.869e+01
20 , 3, 1.315e+02, -1.697e+00, 4.746e+00, 2.287e+01
20 , 4, 1.114e+02, -1.999e+00, 5.710e+00, 2.688e+01
20 , 5, 1.386e+02, -2.289e+00, 6.679e+00, 3.075e+01
20 , 6, 1.058e+02, -2.570e+00, 7.650e+00, 3.449e+01
20 , 7, 1.032e+02, -2.843e+00, 8.623e+00, 3.811e+01
20 , 8, 9.282e+01, -3.108e+00, 9.599e+00, 4.161e+01
20 , 9, 1.015e+02, -3.365e+00, 1.058e+01, 4.502e+01
19 , 0, 4.907e+01, 8.924e-01, 1.801e+00, 3.179e+00
19 , 1, 5.669e+01, 1.345e+00, 2.704e+00, 4.796e+00
19 , 2, 3.957e+01, 1.801e+00, 3.605e+00, 6.427e+00
19 , 3, 4.872e+01, 2.259e+00, 4.505e+00, 8.072e+00
19 , 4, 4.106e+01, 2.721e+00, 5.404e+00, 9.730e+00
19 , 5, 6.543e+01, 3.186e+00, 6.300e+00, 1.140e+01
19 , 6, 6.526e+01, 3.653e+00, 7.196e+00, 1.309e+01
19 , 7, 1.455e+02, 4.123e+00, 8.090e+00, 1.479e+01
19 , 8, 7.785e+01, 4.597e+00, 8.982e+00, 1.651e+01
19 , 9, 4.992e+01, 5.074e+00, 9.873e+00, 1.825e+01
18 , 0, 3.375e+01, -1.669e+00, -1.121e+00, 1.309e-01
18 , 1, 2.667e+01, -2.507e+00, -1.684e+00, 1.982e-01
18 , 2, 3.771e+01, -3.346e+00, -2.247e+00, 2.663e-01
18 , 3, 2.638e+01, -4.184e+00, -2.810e+00, 3.353e-01
18 , 4, 5.065e+01, -5.023e+00, -3.372e+00, 4.051e-01
18 , 5, 2.948e+01, -5.861e+00, -3.935e+00, 4.759e-01
18 , 6, 2.470e+01, -6.700e+00, -4.498e+00, 5.476e-01
18 , 7, 7.593e+01, -7.539e+00, -5.061e+00, 6.203e-01
18 , 8, 3.961e+01, -8.378e+00, -5.623e+00, 6.938e-01
18 , 9, 2.493e+01, -9.216e+00, -6.186e+00, 7.682e-01
17 , 0, 3.237e+01, -1.876e+00, -7.220e-01, 4.496e-01
17 , 1, 3.922e+01, -2.818e+00, -1.085e+00, 6.748e-01
17 , 2, 3.628e+01, -3.761e+00, -1.449e+00, 8.994e-01
17 , 3, 2.674e+01, -4.703e+00, -1.813e+00, 1.123e+00
17 , 4, 2.981e+01, -5.645e+00, -2.177e+00, 1.347e+00
17 , 5, 2.703e+01, -6.587e+00, -2.541e+00, 1.570e+00
17 , 6, 3.149e+01, -7.529e+00, -2.906e+00, 1.792e+00
17 , 7, 2.884e+01, -8.471e+00, -3.270e+00, 2.013e+00
17 , 8, 2.781e+01, -9.412e+00, -3.635e+00, 2.234e+00
17 , 9, 2.733e+01, -1.035e+01, -4.001e+00, 2.454e+00
16 , 0, 2.104e+01, -2.006e+00, -1.244e-01, 2.753e-01
16 , 1, 2.181e+01, -3.014e+00, -1.861e-01, 4.140e-01
16 , 2, 2.465e+01, -4.022e+00, -2.474e-01, 5.528e-01
16 , 3, 2.732e+01, -5.031e+00, -3.081e-01, 6.921e-01
16 , 4, 2.437e+01, -6.039e+00, -3.681e-01, 8.317e-01
16 , 5, 2.312e+01, -7.047e+00, -4.275e-01, 9.716e-01
16 , 6, 2.541e+01, -8.055e+00, -4.866e-01, 1.112e+00
16 , 7, 2.556e+01, -9.064e+00, -5.452e-01, 1.252e+00
16 , 8, 5.621e+01, -1.007e+01, -6.032e-01, 1.393e+00
16 , 9, 2.425e+01, -1.108e+01, -6.604e-01, 1.534e+00
312, 8, 2.900e-01, -1.006e+01, -5.626e-01, 1.231e+00
312, 8, 5.763e-01, -1.006e+01, -5.626e-01, 1.231e+00
312, 8, 2.587e-01, -1.006e+01, -5.626e-01, 1.231e+00
312, 8, 5.207e-01, -1.006e+01, -5.626e-01, 1.231e+00
312, 8, 2.371e-01, -1.006e+01, -5.627e-01, 1.231e+00
312, 8, 6.282e-01, -1.006e+01, -5.627e-01, 1.231e+00
312, 8, 1.432e+00, -1.006e+01, -5.627e-01, 1.231e+00
312, 8, 1.555e+00, -1.006e+01, -5.627e-01, 1.231e+00
312, 8, 9.761e-01, -1.006e+01, -5.628e-01, 1.231e+00
312, 8, 2.186e+00, -1.006e+01, -5.628e-01, 1.230e+00
312, 8, 1.229e+00, -1.006e+01, -5.629e-01, 1.230e+00
312, 8, 4.416e-01, -1.006e+01, -5.629e-01, 1.230e+00
312, 8, 4.287e+00, -1.006e+01, -5.629e-01, 1.230e+00
312, 8, 7.678e-03, -1.006e+01, -5.629e-01, 1.230e+00
15 , 0, 2.793e+01, 1.742e+00, 1.002e+00, -9.286e-01
15 , 1, 4.185e+01, 2.613e+00, 1.513e+00, -1.382e+00
15 , 2, 2.582e+01, 3.482e+00, 2.029e+00, -1.826e+00
15 , 3, 2.572e+01, 4.347e+00, 2.550e+00, -2.261e+00
15 , 4, 2.875e+01, 5.210e+00, 3.076e+00, -2.689e+00
15 , 5, 2.767e+01, 6.069e+00, 3.606e+00, -3.108e+00
15 , 6, 9.747e+01, 6.926e+00, 4.142e+00, -3.517e+00
15 , 7, 2.654e+01, 7.780e+00, 4.681e+00, -3.917e+00
15 , 8, 4.279e+01, 8.632e+00, 5.225e+00, -4.308e+00
15 , 9, 1.938e+01, 9.481e+00, 5.773e+00, -4.691e+00
14 , 0, 2.552e+01, -8.811e-01, 1.807e+00, 3.875e-01
14 , 1, 3.346e+01, -1.324e+00, 2.714e+00, 5.837e-01
14 , 2, 2.364e+01, -1.767e+00, 3.622e+00, 7.809e-01
14 , 3, 2.698e+01, -2.210e+00, 4.530e+00, 9.791e-01
14 , 4, 2.512e+01, -2.653e+00, 5.437e+00, 1.178e+00
14 , 5, 4.237e+01, -3.096e+00, 6.345e+00, 1.379e+00
14 , 6, 3.142e+01, -3.539e+00, 7.253e+00, 1.580e+00
14 , 7, 2.886e+01, -3.982e+00, 8.160e+00, 1.781e+00
14 , 8, 3.213e+01, -4.426e+00, 9.068e+00, 1.984e+00
14 , 9, 2.024e+01, -4.869e+00, 9.975e+00, 2.188e+00
12 , 0, 1.670e+02, 1.764e+00, -9.632e-01, 1.071e+01
12 , 1, 2.011e+02, 2.741e+00, -1.268e+00, 1.667e+01
12 , 2, 4.612e+02, 3.774e+00, -1.414e+00, 2.296e+01
12 , 3, 2.032e+02, 4.847e+00, -1.381e+00, 2.954e+01
12 , 4, 1.969e+02, 5.941e+00, -1.144e+00, 3.623e+01
12 , 5, 2.010e+02, 7.025e+00, -7.069e-01, 4.284e+01
12 , 6, 1.700e+02, 8.069e+00, -9.644e-02, 4.916e+01
11 , 0, 1.358e+02, 1.348e+00, 1.491e+00, 6.351e+00
11 , 1, 2.486e+02, 2.328e+00, 1.923e+00, 1.107e+01
11 , 2, 2.598e+02, 3.647e+00, 1.714e+00, 1.739e+01
11 , 3, 1.744e+02, 5.013e+00, 5.172e-01, 2.378e+01
11 , 4, 1.530e+02, 5.977e+00, -9.380e-01, 2.813e+01
11 , 5, 8.523e+01, 6.674e+00, -2.301e+00, 3.116e+01
11 , 6, 1.078e+02, 7.237e+00, -3.571e+00, 3.350e+01
11 , 7, 7.286e+01, 7.724e+00, -4.774e+00, 3.543e+01
11 , 8, 6.457e+01, 8.168e+00, -5.923e+00, 3.710e+01
11 , 9, 6.267e+01, 8.578e+00, -7.044e+00, 3.856e+01
314, 7, 3.468e-01, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 2.147e-01, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 1.624e-01, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 1.123e-01, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 2.382e-01, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 3.423e-01, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 4.089e-01, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 5.422e-01, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 1.070e+00, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 1.341e+00, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 9.278e-01, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 1.605e+00, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 9.462e-01, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 1.810e+00, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 7.181e-01, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 1.073e+00, 7.859e+00, -4.529e+00, 3.506e+01
314, 7, 1.648e+00, 7.859e+00, -4.529e+00, 3.506e+01
10 , 0, 9.838e+01, -1.041e+00, -1.719e+00, 4.018e+00
10 , 1, 7.939e+01, -1.578e+00, -2.575e+00, 6.105e+00
10 , 2, 1.089e+02, -2.127e+00, -3.423e+00, 8.240e+00
10 , 3, 7.038e+01, -2.685e+00, -4.266e+00, 1.043e+01
10 , 4, 7.213e+01, -3.253e+00, -5.101e+00, 1.268e+01
10 , 5, 8.969e+01, -3.833e+00, -5.929e+00, 1.498e+01
10 , 6, 6.765e+01, -4.425e+00, -6.749e+00, 1.734e+01
10 , 7, 1.906e+02, -5.029e+00, -7.560e+00, 1.976e+01
10 , 8, 7.474e+01, -5.649e+00, -8.361e+00, 2.225e+01
10 , 9, 9.205e+01, -6.286e+00, -9.149e+00, 2.481e+01
9  , 0, 8.183e+01, -2.005e+00, 1.366e-01, 1.254e+00
9  , 1, 3.108e+01, -3.014e+00, 1.926e-01, 1.885e+00
9  , 2, 4.963e+01, -4.023e+00, 2.384e-01, 2.517e+00
9  , 3, 4.070e+01, -5.033e+00, 2.746e-01, 3.151e+00
9  , 4, 3.048e+01, -6.042e+00, 3.029e-01, 3.785e+00
9  , 5, 6.637e+01, -7.053e+00, 3.212e-01, 4.420e+00
9  , 6, 4.243e+01, -8.063e+00, 3.310e-01, 5.054e+00
9  , 7, 5.150e+01, -9.074e+00, 3.325e-01, 5.688e+00
9  , 8, 3.281e+01, -1.008e+01, 3.239e-01, 6.322e+00
9  , 9, 4.512e+01, -1.110e+01, 3.049e-01, 6.956e+00
6  , 0, 3.091e+01, 1.898e+00, -6.602e-01, -5.374e-01
6  , 1, 3.378e+01, 2.853e+00, -9.917e-01, -8.076e-01
6  , 2, 2.635e+01, 3.807e+00, -1.323e+00, -1.078e+00
6  , 3, 3.759e+01, 4.761e+00, -1.655e+00, -1.349e+00
6  , 4, 9.962e+01, 5.715e+00, -1.986e+00, -1.619e+00
6  , 5, 2.381e+01, 6.669e+00, -2.317e+00, -1.890e+00
6  , 6, 1.788e+01, 7.623e+00, -2.648e+00, -2.161e+00
6  , 7, 2.810e+01, 8.577e+00, -2.979e+00, -2.432e+00
6  , 8, 2.719e+01, 9.532e+00, -3.310e+00, -2.703e+00
6  , 9, 5.027e+01, 1.049e+01, -3.641e+00, -2.975e+00
5  , 0, 2.173e+01, 1.900e+00, -6.560e-01, 9.517e-03
5  , 1, 2.127e+01, 2.855e+00, -9.855e-01, 1.264e-02
5  , 2, 2.334e+01, 3.809e+00, -1.315e+00, 1.462e-02
5  , 3, 2.531e+01, 4.764e+00, -1.645e+00, 1.541e-02
